"DepartmentId","AssignedUserId","AssignedById","CreatedDate"
"528B690D-5490-4820-FD06-08DAFF33ED7A","50A482D2-A62E-4DDD-8181-08DAFF1D643C","D401284E-B5D9-4C6D-9FA7-08DAF288810D","0001-01-01 00:00:00"
"D0CAB978-FCD9-49A2-D073-08DB0083974C","AB995316-AC5B-4F93-3F22-08DB008453BF","DA6AC379-A8D7-4507-8182-08DAFF1D643C","0001-01-01 00:00:00"
"D0CAB978-FCD9-49A2-D073-08DB0083974C","56405CB0-F063-4086-1407-08DB1E5A891C","4DE2FC93-0AFA-4B7F-3227-08DB08708FC4","0001-01-01 00:00:00"
