"Dag Name","Task Name","Description","Status","Start Date","End Date","Triggered Medium"
"now_cfo_account_assigneduser","extraction_group.extraction_error_task","Error Occured in now_cfo_account_assigneduser","Failed","2023-12-26, 14:50:56 PM","2023-12-26, 14:51:20 PM","scheduled"
