"Entity_Name","Column_Name","Data_Type","Data_Type_Length"
"task_comment","Id","uniqueidentifier",""
"task_comment","IsDeleted","bit",""
"task_comment","Comment","nvarchar","-1.0"
"task_comment","CreatedAt","datetime2",""
"task_comment","UpdatedAt","datetime2",""
"task_comment","CommenterUserId","uniqueidentifier",""
"task_comment","ParentThreadId","uniqueidentifier",""
"task_comment","TaskId","uniqueidentifier",""
"task_comment","LikeComment","nvarchar","-1.0"
