"ProjectId","AssignedUserId","AssignedBy","PermissionId","AssignedDate"
"024F4B92-6ABF-4379-8D34-0C1B38DCD098","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-25 18:06:46.435638"
"9AB9387C-DD87-43AF-983E-3B42DBBD64F3","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-06 17:21:52.717098"
"ABF6C30A-82A4-4FAB-A59F-6D23F61F3D28","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-16 21:35:04.314312"
"F6433299-10EB-4070-BE16-815E30B2A56A","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-25 18:19:00.907977"
"72286980-BB30-42C5-B6AA-970264CEC306","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-23 22:32:10.625066"
"FF327CFB-E5A5-4EC0-A3B6-EE3358153A17","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-27 17:28:37.483641"
"E73C37CC-C73B-4AA4-AA53-FCF1E4FE8AC0","C73CFED1-5618-45BA-8186-08DAFF1D643C","C73CFED1-5618-45BA-8186-08DAFF1D643C","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-06 17:55:09.703042"
"E45DA13B-BAAB-4BCA-AB6A-06CDE4D33D50","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-03 14:41:56.916951"
"2DE4AA22-C03F-4386-9015-0916CD8932C2","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-24 15:27:49.143904"
"F1F4D62B-3EAE-457B-B4F7-0999238CF273","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-10 13:51:52.975022"
"70EB6302-FAC7-4C10-BAB2-20B558312F52","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-29 20:23:49.852273"
"73F705B1-F25C-4760-9B10-22AAD3AA65CD","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-14 16:53:07.976241"
"C62C700D-AC1B-419A-B0DA-25880913EEC7","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-17 16:50:27.599242"
"FE10D7A9-E03E-4DDA-8D1A-276054A61DF4","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-10 21:40:17.290117"
"DAE7D1A2-F67E-47BD-84BE-2955171271BC","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-27 19:14:16.213492"
"C84797E2-EB79-4332-933B-30926C43F29D","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-17 15:20:20.446077"
"A8DFF092-8283-47A9-A958-31676249D03D","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-21 15:07:30.295195"
"2996A913-C1E4-42E4-BECD-3E1C3A4A346E","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-14 20:02:39.173289"
"9396D4BA-57F6-4651-BB0F-5A7F5D1717ED","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-16 22:00:06.148724"
"0674BAFD-59ED-4952-BD5E-5D00C41BC548","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-03 13:39:21.568082"
"EB73736F-F434-4943-8347-5DAC442200D4","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-02-23 21:07:31.938237"
"E7F1918A-559C-4D8A-B622-601125F68CCA","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-03 21:35:51.247104"
"F571B58F-3E7C-446E-A51F-6213AAAD9946","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-13 15:35:50.948801"
"F31C5AC3-21C4-4D8C-B999-6BBB363B3083","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-01-31 18:14:03.419761"
"C0F3A67A-FB91-43EE-935A-6E1103BC8195","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-01-31 18:17:38.748904"
"CB870CAD-4D9B-4686-99A1-6F3BC6E862EB","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-01-31 18:21:04.470717"
"D6BC5716-6A3E-4F1D-AD26-7C8EC487B7E3","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-02-23 21:15:15.012014"
"D356DB2D-B0B5-4E55-8AD6-7DECAA9261A1","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-14 15:15:22.034106"
"2CFB8715-921F-4225-9B4F-84C683591902","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-15 20:04:02.578092"
"7C08253C-DB69-4113-A4D4-86639EAF0155","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-09 20:30:15.831960"
"07026957-ED6C-4D7C-849D-8A4C2ADE6118","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-21 20:40:20.004609"
"A7DE77DA-A4AE-4957-BC89-A178E2F3EAA1","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-12 14:26:10.413532"
"A4F8111F-CB28-49A2-B2DC-A4E4B654799C","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-02-23 21:14:00.215471"
"01BEB0C2-408C-4E65-9143-A7CDEF8382FD","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-08 15:34:59.715596"
"D57378C0-BC22-4589-B2B2-A97C995A1A55","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-14 21:35:48.031748"
"C2A53CF0-2A38-4FE1-8EE1-B12B3F7CA080","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-18 19:29:48.872579"
"A050837F-195E-4FA2-AB9D-B28B1479E1DA","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-02-23 21:14:43.176121"
"1D0DE5F5-FF68-428B-967E-B3E2B4000E38","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-25 17:12:35.942675"
"6E27E2FE-A4BB-410F-B3BE-B6ACC519CE72","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-13 16:43:59.844346"
"1E285523-65E1-4673-BA52-C5E1FADC1A74","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-02-23 21:07:31.938230"
"9100A5D0-20F0-4C15-AB0E-CB0253EBD205","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-02-23 21:07:31.938218"
"5B5756F3-556B-4C86-A1FF-CE7890235C55","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-13 16:38:27.163918"
"D9858174-1AD0-4AD9-A636-CEDB5CC5E9E0","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-09 14:50:16.314950"
"5986CEB6-A1E2-4A0F-872B-D058AFD4BDC8","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-14 15:10:10.469162"
"A8F23CE9-1B21-447A-BD6D-D89197FEDDBC","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-26 15:20:41.745503"
"A2061B0B-107C-498B-8DB1-E2CBE3E36A49","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","686DDF2C-9489-47E1-8522-3666E991B60D","2023-01-31 17:56:55.786517"
"C43EA8A5-B965-4BB9-8ADA-E984AF1F4FFE","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-28 14:21:37.664673"
"C7F91CBC-C1C9-4F27-B568-EC204D2F0979","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-08 21:57:18.606266"
"1BE2CE96-2A5D-4C55-BC08-EE21FF46077C","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-03-24 15:24:10.181374"
"54393067-C438-42F9-B942-EF3CFD5D3933","AB995316-AC5B-4F93-3F22-08DB008453BF","AB995316-AC5B-4F93-3F22-08DB008453BF","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","2023-04-17 15:17:54.960733"
