"Id","UserId","Description","Date","IsRead","NotificationType","Misc","IsDeleted"
"37AA32C6-8BEF-4567-BCBB-BEFADDE43FC5","C73CFED1-5618-45BA-8186-08DAFF1D643C","Project New Ascent Inc-General has been created by Amber","2023-01-27 16:39:14.540743","False","4","{""Module"":0,""ModuleId"":""dc1189f1-9d2c-4957-9b89-a8f8f6788ba6"",""SubModuleId"":null,""Type"":null}","False"
"42126635-C10D-46DE-BEFB-C3163B7B7E5C","E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","Project NCF Corporate cleanup of Entities has been created by Joshua","2023-01-31 18:21:04.567662","False","4","{""Module"":0,""ModuleId"":""cb870cad-4d9b-4686-99a1-6f3bc6e862eb"",""SubModuleId"":null,""Type"":null}","False"
"FF9652AD-9AB6-49AB-8FB8-C5B82B136206","50A482D2-A62E-4DDD-8181-08DAFF1D643C","Project OFS Rebate Program has been created by Joshua","2023-02-03 21:35:51.556554","False","4","{""Module"":0,""ModuleId"":""e7f1918a-559c-4d8a-b622-601125f68cca"",""SubModuleId"":null,""Type"":null}","False"
"8FE9F129-6DA7-4FB8-A269-C9724FA92F64","D401284E-B5D9-4C6D-9FA7-08DAF288810D","Project Gatemaster Technology Corporation Inc-General has been created by Amber","2023-01-27 16:31:31.935275","False","4","{""Module"":0,""ModuleId"":""bf2add7e-05b0-4edd-9e78-18cbd8465c97"",""SubModuleId"":null,""Type"":null}","False"
"2C348D27-5F36-4769-AFBB-CAE01CD78116","DA6AC379-A8D7-4507-8182-08DAFF1D643C","Project OFS Interiors-General has been created by Amber","2023-01-27 16:45:05.503452","True","4","{""Module"":0,""ModuleId"":""e7d70478-bb65-46b8-bce7-99ad060ba73e"",""SubModuleId"":null,""Type"":null}","False"
"C93C1021-8AB2-4329-8661-CD8F66B411E6","50A482D2-A62E-4DDD-8181-08DAFF1D643C","Project SB Yab Co LLC-General has been created by Anthony","2023-01-30 22:51:31.143175","False","4","{""Module"":0,""ModuleId"":""02551bc4-ca63-4be4-a6ff-b2c88f245aaf"",""SubModuleId"":null,""Type"":null}","False"
"C903D39B-627A-4EF8-905D-CF69F3EC0150","C73CFED1-5618-45BA-8186-08DAFF1D643C","Project Lloyd Jennings-General has been created by Anthony","2023-01-30 23:45:48.075189","False","4","{""Module"":0,""ModuleId"":""1b892db3-4fa5-4221-861c-45dbd43b2388"",""SubModuleId"":null,""Type"":null}","False"
"39384031-500D-4221-9549-D2E48A581730","487F4A47-9CCF-42BB-D85B-08DAF8A9D2B6","Project Scalability - Catalyst-General has been created by Amber","2023-01-27 16:53:49.829393","True","4","{""Module"":0,""ModuleId"":""2db392ca-6086-4a66-9f9c-cce07feebcd7"",""SubModuleId"":null,""Type"":null}","False"
"62785920-6242-43C4-A793-D855FBFA5A6B","E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","Project Gatemaster Technology Corporation Inc-General has been created by Amber","2023-01-27 16:31:31.935277","False","4","{""Module"":0,""ModuleId"":""bf2add7e-05b0-4edd-9e78-18cbd8465c97"",""SubModuleId"":null,""Type"":null}","False"
"F1B5DFD0-9A3D-4A37-A34A-D857DF0A4665","D401284E-B5D9-4C6D-9FA7-08DAF288810D","Project Review of MLC Cultural Assessment Report has been created by Joshua","2023-01-31 17:56:56.144729","False","4","{""Module"":0,""ModuleId"":""a2061b0b-107c-498b-8db1-e2cbe3e36a49"",""SubModuleId"":null,""Type"":null}","False"
"707656C4-A80E-4D84-8FF8-DDC37DCAF4CF","E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","Project New Ascent Inc-General has been created by Amber","2023-01-27 16:39:14.540743","False","4","{""Module"":0,""ModuleId"":""dc1189f1-9d2c-4957-9b89-a8f8f6788ba6"",""SubModuleId"":null,""Type"":null}","False"
"2529C0FB-7BE6-4861-807B-E1CE5826448A","E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","Project Scalability - Catalyst-General has been created by Amber","2023-01-27 16:53:49.829395","False","4","{""Module"":0,""ModuleId"":""2db392ca-6086-4a66-9f9c-cce07feebcd7"",""SubModuleId"":null,""Type"":null}","False"
"63EDAAA3-ECC3-4446-9686-E27C7E18C8C3","487F4A47-9CCF-42BB-D85B-08DAF8A9D2B6","Project New Ascent Inc-General has been created by Amber","2023-01-27 16:39:14.540741","True","4","{""Module"":0,""ModuleId"":""dc1189f1-9d2c-4957-9b89-a8f8f6788ba6"",""SubModuleId"":null,""Type"":null}","False"
"BD0E442B-23CA-4374-A44E-E9EA7FE453FC","DA6AC379-A8D7-4507-8182-08DAFF1D643C","Project Review of MLC Cultural Assessment Report has been created by Joshua","2023-01-31 17:56:56.144732","False","4","{""Module"":0,""ModuleId"":""a2061b0b-107c-498b-8db1-e2cbe3e36a49"",""SubModuleId"":null,""Type"":null}","False"
"C45E0C23-FEB6-461A-9005-EBDDB7176F29","C73CFED1-5618-45BA-8186-08DAFF1D643C","Project OFS Interiors-General has been created by Amber","2023-01-27 16:45:05.503454","False","4","{""Module"":0,""ModuleId"":""e7d70478-bb65-46b8-bce7-99ad060ba73e"",""SubModuleId"":null,""Type"":null}","False"
"676D6FC3-744F-4127-8E4D-F0DD6424E954","50A482D2-A62E-4DDD-8181-08DAFF1D643C","Project Scalability - Catalyst-General has been created by Amber","2023-01-27 16:53:49.829394","False","4","{""Module"":0,""ModuleId"":""2db392ca-6086-4a66-9f9c-cce07feebcd7"",""SubModuleId"":null,""Type"":null}","False"
"45419463-E204-40AB-9F49-F0F41A0E6460","DA6AC379-A8D7-4507-8182-08DAFF1D643C","Project OFS Rebate Program has been created by Joshua","2023-02-03 21:35:51.556555","False","4","{""Module"":0,""ModuleId"":""e7f1918a-559c-4d8a-b622-601125f68cca"",""SubModuleId"":null,""Type"":null}","False"
"D34D347C-97C5-4C90-97CA-F275E3E96E54","487F4A47-9CCF-42BB-D85B-08DAF8A9D2B6","Project OFS Interiors-General has been created by Amber","2023-01-27 16:45:05.503450","True","4","{""Module"":0,""ModuleId"":""e7d70478-bb65-46b8-bce7-99ad060ba73e"",""SubModuleId"":null,""Type"":null}","False"
"11CB04C4-245D-426A-94A0-F5D628A5DB8A","DA6AC379-A8D7-4507-8182-08DAFF1D643C","Project Lloyd Jennings-General has been created by Anthony","2023-01-30 23:45:48.075183","False","4","{""Module"":0,""ModuleId"":""1b892db3-4fa5-4221-861c-45dbd43b2388"",""SubModuleId"":null,""Type"":null}","False"
