"Id","IsDeleted","Name","InvoiceSettings","CreatedDate","CreatedBy","IsModified","ModifiedBy"
"C55CE1CD-72B5-4186-15F8-08D7926CEEE1","False","Standard Template","","2023-01-09 21:28:52.520998","D401284E-B5D9-4C6D-9FA7-08DAF288810D","False","00000000-0000-0000-0000-000000000000"
"2C442126-CBA3-4906-99A7-08D798EB4950","False","Daily Breakdown","","2023-01-09 21:28:52.530265","D401284E-B5D9-4C6D-9FA7-08DAF288810D","False","00000000-0000-0000-0000-000000000000"
