"Dag Name","Task Name","Description","Status","Start Date","End Date","Triggered Medium"
"now_cfo_account_assigneduser","extraction_group.extraction_error_task","Error Occured in now_cfo_account_assigneduser","Failed","2023-12-24, 14:16:24 PM","2023-12-24, 14:16:46 PM","scheduled"
