"Id","IsDeleted","StartDate","EndDate","LockDate","LockedOn","PreviousLockDate","PreviousLockedOn"
"991D2ABE-89F5-4B3B-9AEF-428B10999E15","False","2023-01-21 00:00:00.000000","2023-02-03 23:59:00.000000","2023-04-28 00:00:00.000000","2023-04-29 00:09:53.254681","2023-04-14 00:00:00.000000","2023-04-15 00:06:45.303630"
