"Id","IsDeleted","Name","CreatedById","OrganizationalId","DepartmentSignDate","CreatedDate","IsModified","ModifiedBy"
"528B690D-5490-4820-FD06-08DAFF33ED7A","True","Accounting","D401284E-B5D9-4C6D-9FA7-08DAF288810D","010BF44E-9975-4772-7ED4-08DAFF33E37C","","2023-01-26 00:26:11.900633","True","DA6AC379-A8D7-4507-8182-08DAFF1D643C"
"D0CAB978-FCD9-49A2-D073-08DB0083974C","False","Catalyst Office","DA6AC379-A8D7-4507-8182-08DAFF1D643C","57C9E1AD-E9E1-4C03-EB30-08DAF28E3236","2023-01-27 00:00:00.000000","2023-01-27 16:28:58.215278","False","00000000-0000-0000-0000-000000000000"
