"Entity_Name","Column_Name","Data_Type","Data_Type_Length"
"Notifications","Id","uniqueidentifier",""
"Notifications","UserId","uniqueidentifier",""
"Notifications","Description","nvarchar","-1.0"
"Notifications","Date","datetime2",""
"Notifications","IsRead","bit",""
"Notifications","NotificationType","int",""
"Notifications","Misc","nvarchar","-1.0"
"Notifications","IsDeleted","bit",""
