"Dag Name","Task Name","Description","Status","Start Date","End Date","Triggered Medium"
"now_cfo_account_assigneduser","extraction_group.extraction_error_task","Error Occured in now_cfo_account_assigneduser","Failed","2024-01-08, 20:02:41 PM","2024-01-08, 20:02:53 PM","scheduled"
