"Id","Version","Client","ForceUpdate","CreatedAt","UpdatedAt"
"51AD8867-ED98-4688-BB92-C0DAC69A8D9E","3.26","1","False","2023-01-09 21:28:53.821510","2023-01-09 21:28:53.821510"
