"Entity_Name","Column_Name","Data_Type","Data_Type_Length"
"RolePermission","Id","uniqueidentifier",""
"RolePermission","Name","nvarchar","200.0"
"RolePermission","Caption","nvarchar","200.0"
"RolePermission","RolePermissionModuleId","uniqueidentifier",""
"RolePermission","Priority","int",""
"RolePermission","Description","nvarchar","-1.0"
"RolePermission","Type","int",""
"RolePermission","NavigationKey","nvarchar","300.0"
"RolePermission","ParentId","uniqueidentifier",""
