"Entity_Name","Column_Name","Data_Type","Data_Type_Length"
"timeentry_payperiod","Id","uniqueidentifier",""
"timeentry_payperiod","IsDeleted","bit",""
"timeentry_payperiod","StartDate","datetime2",""
"timeentry_payperiod","EndDate","datetime2",""
"timeentry_payperiod","LockDate","datetime2",""
"timeentry_payperiod","LockedOn","datetime2",""
"timeentry_payperiod","PreviousLockDate","datetime2",""
"timeentry_payperiod","PreviousLockedOn","datetime2",""
