"UserId","Count"
"D401284E-B5D9-4C6D-9FA7-08DAF288810D","13"
"487F4A47-9CCF-42BB-D85B-08DAF8A9D2B6","0"
"A753707C-58AB-43A4-D85E-08DAF8A9D2B6","13"
"50A482D2-A62E-4DDD-8181-08DAFF1D643C","13"
"DA6AC379-A8D7-4507-8182-08DAFF1D643C","8"
"E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","10"
"C73CFED1-5618-45BA-8186-08DAFF1D643C","13"
"6FF70A9C-83D2-4E93-8187-08DAFF1D643C","10"
"F4A5AF47-4C44-415C-8189-08DAFF1D643C","8"
