"UserId","AccountId","ViewedDate"
"D401284E-B5D9-4C6D-9FA7-08DAF288810D","06A3A5D4-F1CE-4473-8857-08DB0083F296","2023-02-23 18:57:33.135528"
"D401284E-B5D9-4C6D-9FA7-08DAF288810D","272627EE-17C3-4D08-8858-08DB0083F296","2023-02-22 10:22:41.870440"
"D401284E-B5D9-4C6D-9FA7-08DAF288810D","136D4EB2-6784-46CA-885B-08DB0083F296","2023-02-22 10:22:49.457353"
"A753707C-58AB-43A4-D85E-08DAF8A9D2B6","136D4EB2-6784-46CA-885B-08DB0083F296","2023-02-19 23:34:35.724929"
"D401284E-B5D9-4C6D-9FA7-08DAF288810D","181B08D6-2644-4C84-154A-08DB0AD08D3C","2023-02-22 10:22:24.930758"
"E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","0FC18F7D-C662-4813-8A23-08DB1065AA67","2023-03-09 20:18:10.518271"
"AB995316-AC5B-4F93-3F22-08DB008453BF","056C3E4E-E5D6-4D4B-8F5A-08DB15BD253C","2023-03-20 21:54:23.194675"
"E04BD2D2-1A48-4EFE-8184-08DAFF1D643C","39AD4EFA-D08D-459B-1CFA-08DB3D4AAAA1","2023-04-15 00:47:11.648927"
