"Id","UserId","GroupId","IsDeleted","PermissionId","CreatedDate"
"C5703E86-15B4-4DA6-894E-08DB15E1FA08","AB995316-AC5B-4F93-3F22-08DB008453BF","4D2ADCDF-763B-49F1-F9DF-08DB15E1F9E2","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"02345591-F70B-4A2D-894F-08DB15E1FA08","AB995316-AC5B-4F93-3F22-08DB008453BF","8F50B046-ABB8-4E50-F9DE-08DB15E1F9E2","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"DCBD040F-7AC5-4448-8950-08DB15E1FA08","AB995316-AC5B-4F93-3F22-08DB008453BF","B620C2C4-B0BE-43AC-F9E0-08DB15E1F9E2","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"DBE69DD0-1495-41FD-8951-08DB15E1FA08","AB995316-AC5B-4F93-3F22-08DB008453BF","1710795A-9631-449E-F9E1-08DB15E1F9E2","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-02-23 21:14:00.049348"
"B3DD5E72-E6CC-4E64-8952-08DB15E1FA08","AB995316-AC5B-4F93-3F22-08DB008453BF","1710795A-9631-449E-F9E1-08DB15E1F9E2","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"3A485BA8-E7DA-4696-ACD0-08DB1BECB1C2","AB995316-AC5B-4F93-3F22-08DB008453BF","0EA43862-CECC-4B1E-3855-08DB1BECB1BC","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-03 13:39:21.117296"
"5E0B191C-D791-4694-ACD1-08DB1BECB1C2","AB995316-AC5B-4F93-3F22-08DB008453BF","0EA43862-CECC-4B1E-3855-08DB1BECB1BC","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"7611D0F2-0C76-4E91-1CFF-08DB1FEAAD4C","AB995316-AC5B-4F93-3F22-08DB008453BF","811F5AB1-EE6E-4D9F-9EB0-08DB1FEAAD45","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-08 15:34:59.286419"
"D366E8BB-7AE0-420A-1D00-08DB1FEAAD4C","AB995316-AC5B-4F93-3F22-08DB008453BF","811F5AB1-EE6E-4D9F-9EB0-08DB1FEAAD45","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"47D1FA3D-BA8A-4DFE-CDF1-08DB2061F236","AB995316-AC5B-4F93-3F22-08DB008453BF","04A9CF47-ADD3-4A90-398B-08DB2061F233","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-09 14:50:15.934371"
"6E40BA2A-2984-465E-CDF2-08DB2061F236","AB995316-AC5B-4F93-3F22-08DB008453BF","04A9CF47-ADD3-4A90-398B-08DB2061F233","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"EA39DA51-E4E4-43F7-2F39-08DB24CA0A86","AB995316-AC5B-4F93-3F22-08DB008453BF","DBC76231-163C-4662-91F7-08DB24D41338","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-14 21:35:47.719740"
"F97B5E0C-D28B-4626-2F3A-08DB24CA0A86","AB995316-AC5B-4F93-3F22-08DB008453BF","DBC76231-163C-4662-91F7-08DB24D41338","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"748DD905-89DE-41D1-C941-08DB25906C1C","AB995316-AC5B-4F93-3F22-08DB008453BF","271A5F8D-D194-4980-06F5-08DB25906C1A","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-15 20:04:02.221795"
"E14A0040-B948-404A-C942-08DB25906C1C","AB995316-AC5B-4F93-3F22-08DB008453BF","271A5F8D-D194-4980-06F5-08DB25906C1A","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"091B7A97-892D-4BC2-98E9-08DB2C7C5352","AB995316-AC5B-4F93-3F22-08DB008453BF","713C4B1D-FE5C-4C59-DB98-08DB2C7C534D","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-24 15:27:48.823445"
"814B64FE-A1EE-4B23-98EA-08DB2C7C5352","AB995316-AC5B-4F93-3F22-08DB008453BF","713C4B1D-FE5C-4C59-DB98-08DB2C7C534D","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"19B19D17-080A-41A4-2D05-08DB2EF781FF","AB995316-AC5B-4F93-3F22-08DB008453BF","5CDE0BB8-FD50-4B10-D53F-08DB2EF781FA","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-27 19:14:37.554066"
"F071E6EB-80CE-4039-2D06-08DB2EF781FF","AB995316-AC5B-4F93-3F22-08DB008453BF","5CDE0BB8-FD50-4B10-D53F-08DB2EF781FA","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"7719ACAC-28DD-48FF-18C6-08DB2F97BDC3","AB995316-AC5B-4F93-3F22-08DB008453BF","06BB0339-92A6-47A7-F91C-08DB2F97BDB8","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-28 14:21:37.262430"
"5CC3A069-EFCA-4A80-18C7-08DB2F97BDC3","AB995316-AC5B-4F93-3F22-08DB008453BF","06BB0339-92A6-47A7-F91C-08DB2F97BDB8","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"762860EB-3243-43BE-ACB7-08DB308E69B9","AB995316-AC5B-4F93-3F22-08DB008453BF","EC0BF45C-2D03-4772-FFFB-08DB308E69B5","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-03-29 20:23:49.572761"
"AECD067D-4D35-4FD1-ACB8-08DB308E69B9","AB995316-AC5B-4F93-3F22-08DB008453BF","EC0BF45C-2D03-4772-FFFB-08DB308E69B5","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"CFACE012-BF44-4724-26DB-08DB39325564","AB995316-AC5B-4F93-3F22-08DB008453BF","F4EBBD6E-D964-4921-4E47-08DB3932555B","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-10 13:51:52.649093"
"537AE15E-DA30-4176-26DC-08DB39325564","AB995316-AC5B-4F93-3F22-08DB008453BF","F4EBBD6E-D964-4921-4E47-08DB3932555B","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"4FF17F5B-5C2C-49EF-9355-08DB3A0C2CD5","AB995316-AC5B-4F93-3F22-08DB008453BF","EB8F7B8B-0C9B-4E84-7565-08DB3A0C2CD0","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-10 21:40:16.891870"
"22C46BAC-D4B2-4EFD-9356-08DB3A0C2CD5","AB995316-AC5B-4F93-3F22-08DB008453BF","EB8F7B8B-0C9B-4E84-7565-08DB3A0C2CD0","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"E2BDD036-3C32-447F-7D54-08DB3B61DC6D","AB995316-AC5B-4F93-3F22-08DB008453BF","00A57D92-5348-4570-6848-08DB3B61DC66","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-12 14:26:09.860294"
"700125AF-4CF5-4699-7D55-08DB3B61DC6D","AB995316-AC5B-4F93-3F22-08DB008453BF","00A57D92-5348-4570-6848-08DB3B61DC66","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"C814237E-37A6-46E8-22BB-08DB3CFB106D","AB995316-AC5B-4F93-3F22-08DB008453BF","1AD50744-D038-4C5B-45C6-08DB3CFB1067","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-14 15:15:21.269870"
"6940CD50-0E15-429F-22BC-08DB3CFB106D","AB995316-AC5B-4F93-3F22-08DB008453BF","1AD50744-D038-4C5B-45C6-08DB3CFB1067","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"8BDD0ED4-339B-4ECB-75D6-08DB3F56EB08","AB995316-AC5B-4F93-3F22-08DB008453BF","409A962A-23BD-4025-B767-08DB3F56EB02","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-17 15:17:54.559973"
"C995EB62-A214-4E46-75D7-08DB3F56EB08","AB995316-AC5B-4F93-3F22-08DB008453BF","409A962A-23BD-4025-B767-08DB3F56EB02","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"90A08997-F98D-46E2-6EB9-08DB42A89F43","AB995316-AC5B-4F93-3F22-08DB008453BF","B5C07347-C66F-4FD5-DA48-08DB42A89F3B","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-21 20:40:19.647408"
"D21EE1D4-0051-4472-6EBA-08DB42A89F43","AB995316-AC5B-4F93-3F22-08DB008453BF","B5C07347-C66F-4FD5-DA48-08DB42A89F3B","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
"B8E3F32B-6DF9-4F76-6A4C-08DB465FF103","AB995316-AC5B-4F93-3F22-08DB008453BF","A3616570-8E24-4165-EF16-08DB465FF0FE","False","686DDF2C-9489-47E1-8522-3666E991B60D","2023-04-26 15:20:41.462051"
"273009C6-FEC0-4370-6A4D-08DB465FF103","AB995316-AC5B-4F93-3F22-08DB008453BF","A3616570-8E24-4165-EF16-08DB465FF0FE","False","5296ADE6-AD01-486E-84B9-D8EFE8B0CB0A","0001-01-01 00:00:00"
