"Dag Name","Task Name","Description","Status","Start Date","End Date","Triggered Medium"
"now_cfo_account_assigneduser","extraction_group.extraction_error_task","Error Occured in now_cfo_account_assigneduser","Failed","2023-05-03, 05:53:37 AM","2023-05-03, 05:53:56 AM","manual"
