"Entity_Name","Column_Name","Data_Type","Data_Type_Length"
"rating","Id","uniqueidentifier",""
"rating","IsDeleted","bit",""
"rating","ConsultantId","uniqueidentifier",""
"rating","RaterId","uniqueidentifier",""
"rating","Rate","int",""
"rating","RateDate","datetime2",""
"rating","Notes","nvarchar","-1.0"
"rating","InvoiceNumber","nvarchar","-1.0"
