"EngagementId","UserId","EngagementDisabled","Id","BillRateId","CreateDate","UpdateDate","EffectiveDate"
"9A461DD7-8FB8-44F6-1811-08DB15BD3991","AB995316-AC5B-4F93-3F22-08DB008453BF","False","5C6F725C-16C3-46E8-A5DE-6672EEAA1CC1","9D7162B6-ED9B-4A44-CAD6-08DB15BD9DB5","2023-02-23 20:27:21.634810","2023-02-23 20:27:21.634811",""
"3FAC7E34-F082-4839-813F-08DB1065B39C","AB995316-AC5B-4F93-3F22-08DB008453BF","False","5B30D882-5255-4D64-A17B-668C572A345A","537ACDE7-910C-4749-9915-08DB10625C01","2023-02-16 21:37:12.775780","2023-02-16 21:37:12.775781",""
"69476A8B-48DE-409B-394C-08DB45B7DE40","AB995316-AC5B-4F93-3F22-08DB008453BF","False","07BBA4A5-E174-4A26-AC6E-67181FB3B9F2","E68C38A3-6700-4059-C769-08DB45B33A04","2023-04-25 18:08:18.306208","2023-04-25 18:08:18.306209",""
"CF23E036-061D-4C01-87FA-08DB31424D3E","AB995316-AC5B-4F93-3F22-08DB008453BF","False","9E93314D-3598-4FE1-9CD7-6970A9E2254A","","0001-01-01 00:00:00","0001-01-01 00:00:00",""
"F823F86C-4BDE-44C3-180F-08DB15BD3991","AB995316-AC5B-4F93-3F22-08DB008453BF","False","2E92BBE8-BBF0-4E20-9780-6BE33684C94B","2391563E-A6A0-42BD-CACD-08DB15BD9DB5","2023-02-23 19:51:59.858928","2023-02-23 19:51:59.858928",""
"2ED507B2-D52B-4288-394D-08DB45B7DE40","AB995316-AC5B-4F93-3F22-08DB008453BF","False","6B5FBFFF-42D3-4E18-AC4F-6C7056D133B6","8646B1B5-CA7C-4132-C76D-08DB45B33A04","2023-04-25 18:20:24.130027","2023-04-25 18:20:24.130028",""
"D35D47FF-0276-4BF9-AD05-08DB36C371D9","AB995316-AC5B-4F93-3F22-08DB008453BF","False","B96267BF-CB3C-4CDE-9B54-6D7476FDFE6F","0EFE9514-1C5D-429D-380E-08DB36C37F78","2023-04-06 17:29:43.870425","2023-04-06 17:29:43.870428",""
"913CE298-30B8-4E90-E48D-08DB19100A6E","AB995316-AC5B-4F93-3F22-08DB008453BF","False","85F49918-BC9C-4DB4-9593-6FDFE7231A97","54F3AD5D-3A29-4BB3-D43D-08DB19105D2A","2023-02-27 23:07:44.245413","2023-02-27 23:07:44.245414",""
"4248FE98-CA44-4F65-C5F3-08DB00840455","AB995316-AC5B-4F93-3F22-08DB008453BF","False","CCC1CC95-E6E3-4752-BED1-6FF5C546DBC1","A9B1B3CC-5B96-4291-001C-08DB0085AF8C","2023-01-27 16:48:27.864219","2023-01-27 16:48:27.864220",""
"EBE72452-1268-4A66-C8DD-08DB2BD0FA06","AB995316-AC5B-4F93-3F22-08DB008453BF","False","5BE16417-5C74-441C-A745-7115DE35562C","","0001-01-01 00:00:00","0001-01-01 00:00:00",""
"1CB9CEE1-5904-48A5-1814-08DB15BD3991","AB995316-AC5B-4F93-3F22-08DB008453BF","False","7647D94B-87AE-47F9-BF3F-73A4998E4F0C","2BCEC174-F5F0-4176-CADF-08DB15BD9DB5","2023-02-23 20:48:03.701937","2023-02-23 20:48:03.701938",""
"76DD98A4-E61A-4EEE-2DA0-08DB1A80A9F0","AB995316-AC5B-4F93-3F22-08DB008453BF","False","4A507256-DEA6-425A-8375-73EF01B79FF0","F97810DF-580E-4A32-057A-08DB1A74BA3C","2023-03-01 19:02:24.147151","2023-03-01 19:02:24.147151",""
"3AC40D83-D3CD-49C7-A4F7-08DB1B5E8D8D","AB995316-AC5B-4F93-3F22-08DB008453BF","False","71FC9840-2F8D-4928-8AFA-743C6812AB89","510BAA1E-0247-4472-9182-08DB1B4EDEE2","2023-03-02 21:07:38.588474","2023-03-02 21:07:38.588476",""
"3AC40D83-D3CD-49C7-A4F7-08DB1B5E8D8D","AB995316-AC5B-4F93-3F22-08DB008453BF","False","1695BA6E-CB2C-4B4A-90C9-749DD9EA1A79","","0001-01-01 00:00:00","0001-01-01 00:00:00",""
"913CE298-30B8-4E90-E48D-08DB19100A6E","AB995316-AC5B-4F93-3F22-08DB008453BF","False","D15FE235-0958-4111-850E-755B14BC884B","6FA12B5D-DB03-46EE-D43E-08DB19105D2A","2023-02-27 23:07:44.261921","2023-02-27 23:07:44.261922",""
"76DD98A4-E61A-4EEE-2DA0-08DB1A80A9F0","AB995316-AC5B-4F93-3F22-08DB008453BF","False","671B952A-E146-45A1-8E29-77D95861B058","0840AD18-83C3-446D-0579-08DB1A74BA3C","2023-03-01 19:02:24.128535","2023-03-01 19:02:24.128536",""
"AC879697-FBB8-446C-C5F7-08DB00840455","AB995316-AC5B-4F93-3F22-08DB008453BF","False","751181B2-4013-4991-89C2-7879858A05F7","2935AB9C-F201-41DA-001A-08DB0085AF8C","2023-01-27 16:47:45.467257","2023-01-27 16:47:45.467258",""
"EBE72452-1268-4A66-C8DD-08DB2BD0FA06","AB995316-AC5B-4F93-3F22-08DB008453BF","False","528AB812-5301-45E4-926D-78E32EC289E6","C1E38B11-30AD-4BA1-62FE-08DB2BD10AFE","2023-03-23 22:33:14.122901","2023-03-23 22:33:14.122902",""
"6E245FFC-C7DD-4415-0151-08DB3D4AB7BE","AB995316-AC5B-4F93-3F22-08DB008453BF","False","F4DF7EAF-F97C-49EC-A46A-796EA6412AC9","8307AFE2-2FD9-4DB9-BB00-08DB3D366DDF","2023-04-15 00:46:35.749744","2023-04-15 00:46:35.749745",""
